"","STATEFP","UrbanAreaNo","income","age","income.LowestQuintile","income.SecondQuintile","income.ThirdQuintile","income.FourthQuintile","pop","white","hispanic","africanamerican","asian","twoormoreraces","educated","unemployed","notworkforce","gini","rent","State","UrbanArea","pct_white","pct_africanamerican","pct_asian","pct_hispanic","pct_twoormoreraces","pct_highed","pct_unem"
"104","Angola, IN","02548",43941,34.3,20293,35930,52184,82079,11268,10432,443,136,110,536,1680,507,3723,0.4265,631," IN","Angola",0.925807596734114,0.0120695775647852,0.00976215832445864,0.0393148739794107,0.0475683351082712,0.149094781682641,0.0671968190854871
"105","Anna, IL","02575",34450,42.6,13445,24382,47755,75155,5835,5563,207,53,0,75,639,174,2266,0.4493,457," IL","Anna",0.953384747215081,0.00908311910882605,0,0.0354755784061697,0.012853470437018,0.109511568123393,0.0487531521434576
"106","Anna, TX","02581",58294,33,30003,50287,72589,101629,11506,10254,2662,790,80,137,1620,405,2415,0.3712,948," TX","Anna",0.891187206674778,0.0686598296540935,0.00695289414218669,0.231357552581262,0.0119068312184947,0.14079610637928,0.044549554504455
"107","Annandale, MN","02590",46449,36.2,19942,33809,58132,84560,3329,3203,27,99,0,27,532,87,896,0.4087,867," MN","Annandale",0.962150796034845,0.0297386602583358,0,0.00811054370681887,0.00811054370681887,0.159807750075098,0.0357583230579531
"108","Ann Arbor, MI","02602",55890,31.5,22188,43612,71771,116660,311066,215725,14107,48904,28432,14028,97520,14521,85869,0.4802,924," MI","Ann Arbor",0.693502343554101,0.157214224634001,0.0914018246931519,0.0453505043945658,0.0450965389981547,0.313502600734249,0.0644813207991225
"109","Anniston--Oxford, AL","02629",39228,37.2,14976,30031,48265,78513,79478,52668,3399,22907,811,1851,9360,5631,26912,0.4644,640," AL","Anniston--Oxford",0.662673947507486,0.288218123254234,0.0102040816326531,0.0427665517501699,0.0232894637509751,0.117768439064898,0.107122474603356
"110","Antigo, WI","02656",32724,42.1,12773,24447,41023,64057,7853,7412,251,101,0,107,675,270,2554,0.4215,559," WI","Antigo",0.94384311728002,0.0128613268814466,0,0.0319623073984465,0.0136253661021266,0.0859544123264994,0.0509530100018872
"111","Antioch, CA","02683",66656,34.6,27913,52831,82572,126432,288228,156314,102867,39574,31222,20526,36500,17951,76260,0.4168,1387," CA","Antioch",0.542327601759718,0.137301025576974,0.108323965749337,0.356894541821058,0.0712144552229485,0.126635857723746,0.0846873112922705
"112","Apalachicola, FL","02710",36815,40,13831,28760,41053,61386,3661,2871,60,740,8,30,359,217,1069,0.4222,730," FL","Apalachicola",0.784211963944278,0.202130565419284,0.0021851953018301,0.0163889647637258,0.00819448238186288,0.0980606391696258,0.0837191358024691
"113","Appleton, WI","02764",56380,36.7,26429,46768,68459,99628,218827,198478,9658,2859,8157,4412,43277,5740,49575,0.4149,717," WI","Appleton",0.90700873292601,0.0130651153651058,0.0372760216975053,0.0441353215096857,0.0201620458170153,0.197768099914544,0.0339139271618651
"114","Apple Valley, OH","02773",59650,45.1,35020,55627,75408,101866,5121,5013,12,22,28,39,1243,116,1649,0.3952,1153," OH","Apple Valley",0.978910369068541,0.00429603593048233,0.00546768209334114,0.00234329232571763,0.00761570005858231,0.242726030072252,0.0334101382488479
"115","Arab, AL","02791",43738,42.3,17509,34218,52852,87147,7570,7353,132,30,62,66,1214,289,2582,0.4425,568," AL","Arab",0.971334214002642,0.00396301188903567,0.00819022457067371,0.0174372523117569,0.00871862615587847,0.160369881109643,0.0579390537289495
"116","Arbuckle, CA","02825",47026,26.4,20212,41179,60984,77304,2581,1939,2087,0,8,197,113,91,682,0.3798,1164," CA","Arbuckle",0.751259201859744,0,0.00309957380860132,0.808601317318869,0.0763270050368074,0.0437814800464936,0.0479199578725645
"117","Arcade, NY","02845",37782,43,16016,28705,45885,76291,3378,3300,35,1,65,8,314,133,1089,0.4243,534," NY","Arcade",0.976909413854352,0.00029603315571344,0.0192421551213736,0.0103611604499704,0.00236826524570752,0.0929544108940201,0.0581039755351682
"118","Arcadia, LA","02899",20203,36,10821,16388,27661,62667,2859,993,54,1765,0,41,275,158,1114,0.5387,501," LA","Arcadia",0.347324239244491,0.617348723329836,0,0.018887722980063,0.0143406785589367,0.0961874781392095,0.0905444126074499
"119","Arcadia, WI","02901",42220,33.2,21476,35885,48662,70628,2932,2365,948,38,0,132,201,68,683,0.3669,726," WI","Arcadia",0.806616643929059,0.0129604365620737,0,0.323328785811733,0.0450204638472033,0.0685538881309686,0.0302356602934638
"120","Arcadia--Southeast Arcadia, FL","02912",33633,31.1,16509,26300,38911,56920,18454,14171,7916,3371,148,69,668,964,6133,0.3994,670," FL","Arcadia--Southeast Arcadia",0.767909396336838,0.182670423756367,0.00801994147610274,0.428958491383982,0.00373902676926412,0.0361981142299772,0.0782404025647269
"121","Arcata--McKinleyville, CA","02926",38765,30.8,14896,29681,49528,82561,34089,28607,3947,574,500,1550,7555,2332,10570,0.4704,923," CA","Arcata--McKinleyville",0.839185661063686,0.0168382762768048,0.0146674880459972,0.115785150635102,0.0454692129425915,0.221625744375018,0.0991538755899486
"122","Archbold, OH","02953",48456,36,23463,36300,58054,90611,4756,4239,812,70,0,47,716,183,1337,0.4493,620," OH","Archbold",0.891295206055509,0.0147182506307822,0,0.170731707317073,0.00988225399495374,0.150546677880572,0.0535244223457151
"123","Archer Lodge--Clayton, NC","02965",86087,38,44818,70333,96095,122268,14608,12619,1377,901,294,468,3261,630,3334,0.3494,1256," NC","Archer Lodge--Clayton",0.863841730558598,0.0616785323110624,0.0201259583789704,0.094263417305586,0.0320372398685652,0.223233844468784,0.0558807876530069
"124","Arcola, IL","02980",51037,39.3,24186,41629,64088,94864,2980,2685,814,22,6,86,335,82,753,0.3762,683," IL","Arcola",0.901006711409396,0.00738255033557047,0.00201342281879195,0.273154362416107,0.0288590604026846,0.11241610738255,0.0368208352043107
"125","Ardmore, OK","03007",37456,36.5,17738,30459,47936,73123,20850,13681,2115,2555,266,1660,2568,731,6319,0.4453,683," OK","Ardmore",0.656163069544365,0.122541966426859,0.012757793764988,0.101438848920863,0.0796163069544364,0.123165467625899,0.0503062418278164
"126","Arizona City, AZ","03088",45959,35.4,22183,40070,55071,78406,9608,7820,3584,677,8,399,702,488,2980,0.3585,837," AZ","Arizona City",0.813905079100749,0.0704621149042465,0.000832639467110741,0.373022481265612,0.0415278934221482,0.0730641132389675,0.0736270368135184
"127","Arkadelphia, AR","03115",29053,22.8,10081,19293,36628,74061,10557,7269,521,3053,69,135,1650,313,4231,0.5331,584," AR","Arkadelphia",0.688547882921284,0.289192005304537,0.0065359477124183,0.0493511414227527,0.0127877237851662,0.156294401818698,0.0494783433449257
"128","Arkansas City, KS","03142",37694,34,16799,29250,43982,67000,13026,10720,2260,545,102,554,1216,712,3827,0.4176,625," KS","Arkansas City",0.822969445723937,0.0418393981268233,0.00783049286043298,0.173499155535084,0.0425303239674497,0.0933517580224167,0.0773997173605827
"129","Arlington, TN","03158",93011,31.2,48532,82753,105630,133122,11771,9432,478,1368,395,196,2577,212,2072,0.316,747," TN","Arlington",0.801291309149605,0.116217823464447,0.0335570469798658,0.0406082745731034,0.0166510916659587,0.218927873587631,0.0218579234972678
"130","Arroyo Grande--Grover Beach, CA","03196",59997,43.8,24728,47381,76561,112463,53607,45820,11326,684,2133,1938,10923,2147,17923,0.4248,1191," CA","Arroyo Grande--Grover Beach",0.854739119891059,0.0127595276736247,0.0397895797190665,0.211278377823792,0.03615199507527,0.203760702893279,0.0601670216343459
"131","Artesia, NM","03223",47633,32.1,22500,40754,59760,95707,12634,10840,6541,38,164,110,1145,268,3429,0.5432,679," NM","Artesia",0.858002216241887,0.0030077568466044,0.0129808453379769,0.517729935095773,0.00870666455596011,0.0906284628779484,0.0291146116241173
"132","Arvin, CA","03250",35279,24.1,17491,27495,41649,62405,20270,16860,18369,313,91,385,273,1461,4679,0.3887,813," CA","Arvin",0.831771090281204,0.0154415392205229,0.00448939319190923,0.906216082881105,0.0189935865811544,0.0134681795757277,0.0937079084086973
"133","Ashburn, GA","03277",18831,36.5,9558,16298,24810,40910,4214,1281,310,2786,85,8,135,293,1859,0.4352,576," GA","Ashburn",0.303986710963455,0.661129568106312,0.0201708590412909,0.0735643094447081,0.0018984337921215,0.0320360702420503,0.124416135881104
"134","Ashdown, AR","03304",34183,38.7,12141,22027,43336,59585,3948,2445,14,1487,0,0,272,93,1429,0.4232,518," AR","Ashdown",0.619300911854103,0.376646403242148,0,0.00354609929078014,0,0.0688956433637285,0.036919412465264
"135","Asheboro, NC","03331",33369,37.1,15420,26657,40965,66549,38239,31374,8815,3875,320,773,3571,2231,11638,0.4306,627," NC","Asheboro",0.820471246633019,0.101336332017051,0.00836841967624676,0.23052381076911,0.0202149637804336,0.0933863333246162,0.0838690274801699
"136","Asheville, NC","03358",43639,41.8,19177,34826,53965,85769,285239,250894,23095,18973,3216,6896,68606,11247,93680,0.4573,804," NC","Asheville",0.879592201627407,0.0665161496148844,0.0112747555558672,0.0809671889187664,0.0241762171372077,0.240521106861264,0.0587129813791051
"137","Ashland, MO","03365",60503,33.9,20412,52011,71538,105302,3457,3441,11,16,0,0,894,124,748,0.4431,797," MO","Ashland",0.995371709574776,0.00462829042522418,0,0.00318194966734163,0,0.258605727509401,0.0457733480989295
"138","Ashland, NE","03375",55775,42.1,22684,46361,64667,92583,2662,2519,77,0,7,45,512,109,624,0.3697,772," NE","Ashland",0.946280991735537,0,0.00262960180315552,0.0289256198347107,0.0169045830202855,0.192336589030804,0.0534838076545633
"139","Ashland, OH","03385",39215,35.4,18362,31735,49472,77357,20331,19355,217,290,258,330,3477,1150,6687,0.4324,673," OH","Ashland",0.951994491171118,0.0142639319266145,0.0126899808174709,0.0106733559588805,0.0162313708130441,0.171019625202892,0.084286133098798
"140","Ashland, PA","03395",38285,42.4,17227,32377,46928,71915,7322,6236,509,738,27,97,649,368,3536,0.3772,474," PA","Ashland",0.851679868888282,0.100792133296913,0.0036875170718383,0.0695165255394701,0.013247746517345,0.0886369844304835,0.0972002113048072
"141","Ashland, WI","03412",37684,39.7,16638,27622,45250,71941,7300,6238,187,31,60,402,1331,366,2204,0.4262,609," WI","Ashland",0.854520547945205,0.00424657534246575,0.00821917808219178,0.0256164383561644,0.0550684931506849,0.182328767123288,0.0718210361067504
"142","Ashland City, TN","03439",34910,38.1,16948,29620,40036,64063,3457,2988,111,342,0,25,304,117,1196,0.3987,830," TN","Ashland City",0.864333236910616,0.0989297078391669,0,0.0321087648249928,0.00723170378941279,0.0879375180792595,0.0517470145953118
"143","Ashtabula, OH","03466",31671,40.7,12283,24254,39703,68894,29473,25944,2016,1842,134,1215,2321,1566,10221,0.4624,631," OH","Ashtabula",0.880263291826417,0.0624978794150578,0.00454653411597055,0.0684015878940047,0.0412241712754046,0.0787500424116988,0.0813421982131727
"144","Ashville, OH","03493",55355,31,23845,46392,66913,92400,6651,6224,181,34,0,276,635,244,1347,0.3759,753," OH","Ashville",0.935799127950684,0.00511201323109307,0,0.0272139527890543,0.0414975191700496,0.0954743647571794,0.0460030165912519
"145","Aspen, CO","03520",74297,44.1,40250,60184,96670,138700,7913,7284,574,295,138,97,4074,348,1833,0.5682,1208," CO","Aspen",0.920510552255782,0.0372804246177177,0.0174396562618476,0.0725388601036269,0.0122583091115885,0.514848982686718,0.0572368421052632
"146","Astoria, OR","03547",42276,37.7,18975,33130,53358,81728,14290,12780,1186,186,325,599,2568,605,4091,0.4411,745," OR","Astoria",0.894331700489853,0.0130160951714486,0.0227431770468859,0.0829951014695591,0.0419174247725682,0.179706088173548,0.0593195411314835
"147","Atchison, KS--MO","03601",41087,29.9,16867,31310,47623,79508,10977,9691,318,672,27,470,1310,497,3075,0.4956,627," KS--MO","Atchison",0.882845950624032,0.0612189122711123,0.00245968843946433,0.0289696638425799,0.0428167987610458,0.119340439099936,0.062895469501392
"148","Athens, AL","03655",45755,37.6,19516,34838,54318,95211,26475,20555,2301,4113,129,483,4458,1226,8472,0.4914,626," AL","Athens",0.776392823418319,0.155354107648725,0.00487252124645892,0.0869121813031161,0.0182436260623229,0.168385269121813,0.0680997611509193
"149","Athens, OH","03682",21366,21.8,5745,14284,32856,67599,28256,24302,899,980,1827,799,4989,1568,12749,0.5842,732," OH","Athens",0.860065118912797,0.034682899207248,0.0646588335220838,0.0318162514156285,0.0282771800679502,0.176564269535674,0.101115625201522
"150","Athens, TN","03709",32278,37.6,13058,24648,42042,70320,15710,13721,1061,1093,123,457,2355,618,5550,0.4685,592," TN","Athens",0.873392743475493,0.069573520050923,0.00782940802036919,0.0675366008911521,0.0290897517504774,0.149904519414386,0.0608267716535433
"151","Athens, TX","03736",32069,30.7,13573,25042,40969,74269,12451,9324,3948,2226,152,199,1098,378,3982,0.5346,597," TX","Athens",0.748855513613364,0.178780820817605,0.0122078547907799,0.317082965223677,0.0159826519958236,0.0881856878965545,0.0446333687566419
"152","Athens-Clarke County, GA","03763",36678,27,11683,26427,48087,83669,129884,88424,12477,30495,5921,2865,28502,5847,45463,0.5397,793," GA","Athens-Clarke County",0.680792091404638,0.23478642480983,0.0455868313264143,0.0960626405099935,0.0220581441902005,0.219441963598288,0.0692600182419066
"153","Athol, MA","03790",36699,44,14602,25213,48352,83246,12465,11789,558,87,116,118,1175,1006,4395,0.4306,630," MA","Athol",0.945768150822302,0.00697954271961492,0.00930605695948656,0.0447653429602888,0.00946650621740875,0.094263939029282,0.124659231722429
"154","Atlanta, GA","03817",57340,35,24479,45401,71929,116048,4669531,2426820,533562,1674947,272219,104068,1141340,264604,1122195,0.4741,982," GA","Atlanta",0.519713864197497,0.358697051159956,0.0582968610766263,0.114264580318666,0.0222866065135878,0.244422833899165,0.0745923137813841
"155","Atlanta, TX","03844",31006,35.4,13804,23125,39295,70870,5950,4090,149,1733,34,61,511,474,1782,0.4719,533," TX","Atlanta",0.687394957983193,0.291260504201681,0.00571428571428571,0.0250420168067227,0.0102521008403361,0.0858823529411765,0.113723608445298
"156","Atlantic, IA","03871",36596,42.1,19496,30164,46167,68638,6222,6040,248,41,31,50,861,70,1955,0.4366,552," IA","Atlantic",0.970748955319833,0.00658952105432337,0.00498232079717133,0.0398585663773706,0.00803600128576021,0.138379942140791,0.0164049683618467
"157","Atlantic City, NJ","03898",53588,41.1,22034,41888,67090,108502,249096,166520,42667,40955,21163,8024,46286,16243,69799,0.4622,1041," NJ","Atlantic City",0.668497286186852,0.16441452291486,0.084959212512445,0.171287375148537,0.0322124803288692,0.18581591033176,0.0905927037262196
"158","Atmore, AL","03925",22788,37.3,9860,17196,31262,55783,7119,3127,0,3705,26,143,434,646,2731,0.4927,609," AL","Atmore",0.439247085264784,0.520438263801096,0.00365219834246383,0,0.0200870908835511,0.0609636184857424,0.14721969006381
"159","Atoka, TN","03957",69868,35,33208,56951,80899,109271,20102,16656,526,2218,207,388,2581,1047,4647,0.3553,957," TN","Atoka",0.828574271216794,0.110337279872649,0.0102974828375286,0.0261665505919809,0.0193015620336285,0.12839518455875,0.0677450663215788
"160","Attica, IN","03979",38965,40.5,20411,32163,44272,73458,5379,5206,230,40,23,42,456,259,1830,0.4005,614," IN","Attica",0.967837888083287,0.00743632645473136,0.00427588771147053,0.0427588771147053,0.00780814277746793,0.0847741215839375,0.0729783037475345
"161","Attica, NY","04006",57727,35.7,26601,47792,63096,87313,5993,3882,555,1773,46,91,384,97,3722,0.3389,577," NY","Attica",0.647755715000834,0.295845152678125,0.0076756215584849,0.0926080427165026,0.0151843817787419,0.0640747538795261,0.0427124614707177
"162","Aubrey, TX","04021",70333,37.5,33661,58333,84135,115893,4270,3978,577,18,0,109,667,140,852,0.3698,1117," TX","Aubrey",0.931615925058548,0.00421545667447307,0,0.135128805620609,0.0255269320843091,0.156206088992974,0.0409596255119953
"163","Auburn, AL","04033",35540,25.4,11150,25587,46933,88402,78698,51948,3936,19960,3661,1086,17509,3152,27022,0.537,753," AL","Auburn",0.660093013799588,0.253627792320008,0.0465196065973722,0.0500139774835447,0.0137995882995756,0.222483417621795,0.060995433083056
"164","Auburn, IL","04054",58710,34.8,26463,51231,68286,116355,4843,4814,16,0,12,0,635,172,856,0.3839,638," IL","Auburn",0.994011976047904,0,0.00247780301466033,0.00330373735288045,0,0.131117076192443,0.0431402056684224
"165","Auburn, IN","04060",43839,36,21482,34963,52244,83310,21908,21194,642,36,140,335,2694,839,6162,0.4093,632," IN","Auburn",0.967409165601607,0.00164323534781815,0.00639035968595947,0.029304363702757,0.0152912178199744,0.122968778528391,0.0532833735551886
"166","Auburn, NE","04087",45185,42.3,21374,36000,58070,96722,3479,3385,14,37,19,18,596,157,1037,0.4217,577," NE","Auburn",0.972980741592412,0.0106352400114976,0.00546133946536361,0.00402414486921529,0.00517390054613395,0.17131359586088,0.0642915642915643
"167","Auburn, NY","04114",42128,40.7,16771,32135,53011,88234,32136,28077,1033,2538,288,870,4856,1545,10756,0.4579,638," NY","Auburn",0.873693054518297,0.0789768483943241,0.00896191187453323,0.0321446352999751,0.0270724421209858,0.151107791884491,0.0722637979420019
"168","Auburn--North Auburn, CA","04130",52184,44.8,22757,40591,68236,112653,34981,30765,4870,538,846,1435,6740,1784,12928,0.4737,1017," CA","Auburn--North Auburn",0.879477430605186,0.0153797775935508,0.0241845573311226,0.139218432863555,0.0410222692318687,0.192676024127383,0.0808960232167959
"169","Augusta, KS","04168",46098,37.3,22290,37329,56349,91810,9275,8630,479,74,9,447,1405,494,2430,0.4047,685," KS","Augusta",0.930458221024259,0.00797843665768194,0.000970350404312668,0.051644204851752,0.0481940700808625,0.151482479784367,0.0721694667640614
"170","Augusta, ME","04195",36875,43.6,14594,30278,46382,72967,22783,21527,529,112,306,461,4090,1097,8204,0.4385,677," ME","Augusta",0.94487117587675,0.0049159461001624,0.013431067023658,0.0232190668480885,0.0202343852872756,0.179519817407716,0.0752452157212429
"171","Augusta-Richmond County, GA--SC","04222",47728,36,18404,37047,59896,95333,394549,221781,19115,147111,9773,9437,69774,19379,121135,0.4674,807," GA--SC","Augusta-Richmond County",0.562112690692411,0.372858630993869,0.0247700539096538,0.0484477213223199,0.0239184486591019,0.176844954619071,0.070877862874615
