"","STATEFP","UrbanAreaNo","income","age","income.LowestQuintile","income.SecondQuintile","income.ThirdQuintile","income.FourthQuintile","pop","white","hispanic","africanamerican","asian","twoormoreraces","educated","unemployed","notworkforce","gini","rent","State","UrbanArea","pct_white","pct_africanamerican","pct_asian","pct_hispanic","pct_twoormoreraces","pct_highed","pct_unem"
"3039","Somerset, WI","82937",61875,30,27220,49182,68174,91293,2526,2377,77,59,10,45,344,133,299,0.3167,843," WI","Somerset",0.941013460015835,0.0233570863024545,0.00395882818685669,0.0304829770387965,0.0178147268408551,0.13618368962787,0.0597215985630894
"3040","Somerton, AZ","82981",31942,28,15426,26487,39378,63663,16944,15821,16115,64,28,261,648,1135,4259,0.4188,675," AZ","Somerton",0.933722851746931,0.00377714825306893,0.00165250236071766,0.951074126534466,0.0154036827195467,0.0382436260623229,0.089475758770201
"3041","Sonoma, CA","83008",56599,43.1,26186,46578,73796,128182,34939,29024,10795,150,814,763,8315,1535,10570,0.5007,1291," CA","Sonoma",0.830704942900484,0.00429319671427345,0.0232977475027906,0.308967056870546,0.0218380606199376,0.237986204527891,0.0629898641716935
"3042","Sonora, TX","83062",47407,35.4,21080,38933,52600,85861,3177,2783,1881,7,0,14,306,38,984,0.4242,597," TX","Sonora",0.87598363235757,0.00220333648095688,0,0.592067988668555,0.00440667296191375,0.0963172804532578,0.017327861377109
"3043","Sonora--Jamestown--Phoenix Lake, CA","83073",46311,46.3,18798,36376,55454,86950,28340,25537,3236,279,402,867,4314,1951,10707,0.439,928," CA","Sonora--Jamestown--Phoenix Lake",0.901093860268172,0.00984474241354975,0.0141848976711362,0.114184897671136,0.0305928016937191,0.152223006351447,0.110644813701582
"3044","Soperton, GA","83089",28447,37.4,11372,17741,35429,59441,2901,1071,15,1752,0,73,288,89,1355,0.4435,478," GA","Soperton",0.36918304033092,0.603929679420889,0,0.00517063081695967,0.0251637366425371,0.0992761116856256,0.0575679172056921
"3045","South Bend, IN--MI","83116",43352,36.2,18799,34102,53648,85320,279130,221716,21550,36405,5406,8676,46743,14900,78351,0.4605,711," IN--MI","South Bend",0.794310894565256,0.130423100347508,0.0193673198867911,0.0772041700999534,0.0310822914054383,0.167459606634901,0.0742109483561528
"3046","South Boston, VA","83143",31170,40.7,11310,22650,37341,67710,8157,4047,149,3828,45,66,1039,367,3161,0.4771,548," VA","South Boston",0.496138286134608,0.469290180213314,0.0055167340934167,0.0182665195537575,0.00809121000367782,0.127375260512443,0.0734587670136109
"3047","South Deerfield, MA","83156",53594,33.3,28862,42086,73593,106409,5116,4617,217,61,341,28,1577,86,1092,0.4103,1146," MA","South Deerfield",0.902462861610633,0.0119233776387803,0.0666536356528538,0.042415949960907,0.00547302580140735,0.30824863174355,0.0213717693836978
"3048","South Fallsburg, NY","83210",38153,27.3,17230,30080,42173,72450,3716,2154,1338,560,64,237,213,110,1232,0.4142,916," NY","South Fallsburg",0.579655543595264,0.150699677072121,0.0172228202368138,0.360064585575888,0.063778256189451,0.0573196986006459,0.0442834138486312
"3049","South Haven, MI","83251",36442,47.1,14100,28467,47091,84132,5800,4713,156,762,53,226,990,238,2181,0.4942,601," MI","South Haven",0.812586206896552,0.131379310344828,0.00913793103448276,0.0268965517241379,0.0389655172413793,0.170689655172414,0.0657640232108317
"3050","South Hill, VA","83278",38490,41.8,17108,29463,46835,75603,4864,2954,267,1514,16,152,652,118,1535,0.4262,733," VA","South Hill",0.607319078947368,0.311266447368421,0.00328947368421053,0.0548930921052632,0.03125,0.134046052631579,0.035446079903875
"3051","South Lake Tahoe, CA--NV","83305",46291,39.1,20925,35776,60452,98614,28730,22235,8194,307,1187,952,4991,1983,7198,0.4392,922," CA--NV","South Lake Tahoe",0.773929690219283,0.0106856943961016,0.0413156978767839,0.285207100591716,0.0331360946745562,0.17372084928646,0.0920954857885937
"3052","South Lyon--Howell, MI","83332",70176,41.2,31330,55850,82847,123954,121567,116786,2661,861,1209,1986,30758,4912,31731,0.4046,880," MI","South Lyon--Howell",0.960671892865663,0.0070825141691413,0.00994513313645973,0.0218891640000987,0.0163366703134897,0.253012741944771,0.0546774121732936
"3053","Southold, NY","83359",80073,54.7,31573,63234,97611,151842,10353,9564,986,275,40,111,3069,348,4109,0.4213,1278," NY","Southold",0.923790205737467,0.0265623490775621,0.00386361441128175,0.0952380952380952,0.0107215299913069,0.296435815705593,0.0557335041639974
"3054","South Paris, ME","83368",25829,46,11613,20734,35703,62100,4866,4627,108,33,54,93,504,296,1983,0.4667,588," ME","South Paris",0.95088368269626,0.00678175092478422,0.0110974106041924,0.0221948212083847,0.0191122071516646,0.103575832305795,0.102670828997572
"3055","South Pittsburg, TN--AL","83377",32437,40.9,11478,23757,37284,69750,5206,4244,208,536,13,207,424,182,1892,0.4694,516," TN--AL","South Pittsburg",0.815213215520553,0.102958125240108,0.00249711870918171,0.0399538993469074,0.039761813292355,0.0814444871302343,0.0549185274592637
"3056","South Vacherie, LA","83386",63553,44.2,29222,48882,74600,115700,2675,1697,0,978,0,0,237,118,860,0.3951,848," LA","South Vacherie",0.634392523364486,0.365607476635514,0,0,0,0.0885981308411215,0.0650137741046832
"3057","Sparta, GA","83440",21944,41.3,9904,16563,29239,45000,3406,455,167,2791,0,52,184,179,2301,0.4557,608," GA","Sparta",0.133587786259542,0.819436288901938,0,0.0490311215502055,0.0152671755725191,0.0540223135642983,0.161990950226244
"3058","Sparta, IL","83467",41910,41.3,15147,30507,55000,84528,3914,2866,1,1026,0,22,554,266,1461,0.4404,569," IL","Sparta",0.732243229432805,0.262135922330097,0,0.000255493101686254,0.0056208482370976,0.141543178334185,0.108438646555238
"3059","Sparta, MI","83480",41297,35.8,19973,35985,52484,71767,4038,3757,197,109,41,117,545,169,1049,0.3362,625," MI","Sparta",0.930411094601288,0.0269935611688955,0.0101535413571075,0.0487865279841506,0.0289747399702823,0.134967805844477,0.0565406490465038
"3060","Sparta, TN","83494",25677,46.1,10236,19667,31207,55571,5790,5259,244,321,10,200,243,294,2477,0.4715,540," TN","Sparta",0.908290155440414,0.055440414507772,0.00172711571675302,0.0421416234887737,0.0345423143350604,0.0419689119170984,0.088741322064594
"3061","Sparta, WI","83521",45071,36.7,18779,33953,52561,76109,9902,9291,882,190,39,247,1287,446,2735,0.3882,754," WI","Sparta",0.938295293880024,0.0191880428196324,0.00393859826297718,0.0890729145627146,0.0249444556655221,0.129973742678247,0.0622296637365704
"3062","Spartanburg, SC","83548",42859,37,17639,33855,53856,84932,184309,124265,12607,47569,4728,3516,29353,8779,55441,0.4604,711," SC","Spartanburg",0.674221009283323,0.258093744743881,0.0256525725819141,0.0684014345474176,0.0190766593058396,0.15925972144605,0.0681239718161219
"3063","Spearfish, SD","83575",37849,33.8,15563,30616,49080,82331,11423,10375,274,13,103,257,2138,312,3259,0.5071,587," SD","Spearfish",0.908255274446293,0.00113805480171584,0.00901689573667163,0.0239866935130876,0.0224984680031515,0.187166243543728,0.0382165605095541
"3064","Spearman, TX","83602",46500,37.4,25144,36609,56231,91720,3317,2963,1545,6,15,65,412,32,884,0.4254,596," TX","Spearman",0.893277057582153,0.00180886343081097,0.00452215857702743,0.465782333433826,0.0195960205004522,0.12420862224902,0.0131524866420058
"3065","Spencer, IA","83629",44197,42.1,17078,36957,54958,87765,10974,10539,468,2,0,155,1407,242,2881,0.4998,585," IA","Spencer",0.960360852925096,0.000182248952068526,0,0.042646254784035,0.0141242937853107,0.128212137780208,0.0299023847769678
"3066","Spencer, WV","83656",22645,46.3,10477,17833,29913,50857,2906,2852,87,4,2,42,271,143,1299,0.4514,467," WV","Spencer",0.981417756366139,0.00137646249139711,0.000688231245698555,0.0299380591878871,0.0144528561596696,0.0932553337921542,0.088985687616677
"3067","Spirit Lake, IA","83710",50371,47.1,20999,39149,59938,93176,10659,10366,197,15,18,188,1911,373,2885,0.4422,633," IA","Spirit Lake",0.972511492635332,0.00140726146918097,0.00168871376301717,0.0184820339619101,0.0176376770804015,0.179285111173656,0.0479804476459995
"3068","Spokane, WA","83764",48425,36.2,20236,37485,60047,91403,393905,347858,20472,8558,10241,15969,73825,17299,118569,0.4419,781," WA","Spokane",0.883101255378835,0.0217260506975032,0.0259986544979119,0.0519719221639735,0.0405402317817748,0.187418286134982,0.0628286893105151
"3069","Spooner, WI","83791",31285,46.6,13791,25563,39530,60250,2458,2309,45,37,29,63,286,79,911,0.465,622," WI","Spooner",0.939381611065907,0.0150528885272579,0.0117982099267697,0.0183075671277461,0.0256305939788446,0.116354759967453,0.0510665804783452
"3070","Spout Springs, NC","83818",59507,26,27663,47805,77467,103656,17103,10237,2780,3874,679,776,2694,581,4109,0.3688,1214," NC","Spout Springs",0.598549961994972,0.226509969011285,0.0397006373150909,0.162544582821727,0.0453721569315325,0.157516225223645,0.0447129444358935
"3071","Spring Creek North, NV","83851",79821,33,47819,72407,94432,115234,3590,3157,581,22,54,37,141,26,645,0.3063,1444," NV","Spring Creek North",0.879387186629526,0.00612813370473538,0.015041782729805,0.161838440111421,0.0103064066852368,0.0392757660167131,0.00882852292020373
"3072","Spring Creek South, NV","83859",101313,30.7,57636,84655,104456,137217,4199,4021,93,0,61,105,704,37,703,0.2952,1159," NV","Spring Creek South",0.957608954512979,0,0.0145272683972374,0.0221481305072636,0.0250059537985235,0.167658966420576,0.01058352402746
"3073","Springfield, GA","83872",38289,29.9,19639,28157,50590,71700,4142,2365,13,1679,0,96,307,79,1598,0.3852,883," GA","Springfield",0.570980202800579,0.405359729599227,0,0.00313858039594399,0.0231772090777402,0.0741187831965234,0.0310534591194969
"3074","Springfield, IL","83899",52330,38.8,20816,40710,65248,102998,161944,129046,3669,24535,3152,3617,37767,7456,43005,0.4613,739," IL","Springfield",0.796855703206046,0.151502988687448,0.0194635182532233,0.0226559798448847,0.022334881193499,0.233210245516969,0.0626875961627389
"3075","Springfield, MA--CT","83926",52575,37.1,19083,39803,67085,105938,625634,494077,115959,51561,19960,15380,115348,32584,191992,0.4629,853," MA--CT","Springfield",0.789722105895779,0.0824139992391718,0.0319036369506772,0.185346384627434,0.0245830629409527,0.184369775299936,0.0751403231236827
"3076","Springfield, MO","83953",40168,34.3,18243,32228,50494,79492,280970,255717,10305,8597,4850,7887,52393,11508,79834,0.457,700," MO","Springfield",0.910122077090081,0.0305975726945937,0.0172616293554472,0.0366765135067801,0.0280706125209097,0.1864718653237,0.0572150186938191
"3077","Springfield, OH","83980",37511,39.3,15356,28549,46542,77123,84333,67853,2169,11308,722,3105,9809,4611,27603,0.4575,649," OH","Springfield",0.804584207842719,0.134087486511804,0.00856129866125953,0.025719469246914,0.0368183273451674,0.116312712698469,0.0812797461660497
"3078","Springfield, TN","83993",41209,34.7,16839,34533,50711,72621,17354,11831,2468,4122,85,234,1342,734,5110,0.4264,768," TN","Springfield",0.681744842687565,0.237524490031117,0.00489800622334908,0.142215051285006,0.0134839230148669,0.0773308747262879,0.0599477295001633
"3079","Springfield, VT","84007",28940,43.5,14517,18576,39406,75942,4722,4616,146,19,19,60,450,164,1453,0.4934,788," VT","Springfield",0.977551884794579,0.00402371876323592,0.00402371876323592,0.0309191020753918,0.0127064803049555,0.0952986022871665,0.0501682471703885
"3080","Spring Hill, FL","84024",40063,48.4,18689,32009,48649,72523,149133,133699,17840,7547,1617,3081,17262,9587,66975,0.4194,886," FL","Spring Hill",0.896508485714094,0.05060583505998,0.0108426706362777,0.119624764471981,0.0206594113978797,0.115749029389873,0.11668979283819
"3081","Spring Hill, KS","84034",64352,31.7,34486,57992,76015,113734,5707,5449,129,114,54,74,972,170,934,0.385,841," KS","Spring Hill",0.954792360259331,0.0199754687226213,0.009462064131768,0.0226038198703347,0.0129665323287191,0.170317154371824,0.0356170123611984
"3082","Springhill, LA","84061",24394,41,10462,16847,30659,52415,5565,3189,138,2248,0,22,461,380,2557,0.5193,499," LA","Springhill",0.573045822102426,0.403953279424978,0,0.0247978436657682,0.00395327942497754,0.0828391734052111,0.126329787234043
"3083","Spring Hill, TN","84088",75430,33.2,43732,65205,85386,119634,34023,31091,2599,1548,318,331,8714,591,6017,0.3215,1080," TN","Spring Hill",0.913823002086824,0.0454986332774888,0.00934661846398025,0.0763895012197631,0.00972871292948888,0.256120859418629,0.0211026208669571
"3084","Springs, NY","84115",74647,46.5,34312,54899,99881,166286,11140,10381,3039,315,6,56,3603,541,3241,0.4742,1761," NY","Springs",0.931867145421903,0.0282764811490126,0.000538599640933573,0.272800718132855,0.00502692998204668,0.32342908438061,0.068489682238258
"3085","Springtown, TX","84124",52763,39.2,23304,34926,66196,102813,2380,2333,276,13,0,30,178,140,614,0.4947,812," TX","Springtown",0.980252100840336,0.00546218487394958,0,0.115966386554622,0.0126050420168067,0.0747899159663866,0.0792751981879955
"3086","Springville, AL","84132",80344,29.8,31532,64621,82311,96853,3892,3682,0,182,5,0,669,106,898,0.345,638," AL","Springville",0.946043165467626,0.0467625899280576,0.0012846865364851,0,0,0.171891058581706,0.0354041416165665
"3087","Springville, NY","84142",47016,43.5,20449,37408,54908,77350,4037,3867,101,67,0,75,542,146,1279,0.4012,605," NY","Springville",0.957889521922219,0.016596482536537,0,0.0250185781520931,0.0185781520931385,0.134258112459747,0.0529369108049311
"3088","Spruce Pine, NC","84155",31769,35.5,11531,24887,39964,65583,4411,3663,388,431,37,185,257,140,2295,0.4556,568," NC","Spruce Pine",0.830423940149626,0.0977102697800952,0.00838812060757198,0.0879619133983224,0.0419406030378599,0.0582634323282702,0.0661625708884688
"3089","Stafford Springs, CT","84169",49295,37.8,20621,41024,62160,97821,5918,5547,217,9,203,140,613,435,1315,0.4242,858," CT","Stafford Springs",0.937309901993917,0.00152078404866509,0.0343021290976681,0.0366677931733694,0.0236566407570125,0.103582291314633,0.0945035846187269
"3090","Stamford, TX","84223",35189,46.3,13195,31000,46121,58299,2998,2295,846,354,0,44,310,83,1056,0.4498,544," TX","Stamford",0.765510340226818,0.118078719146097,0,0.282188125416945,0.0146764509673115,0.103402268178786,0.0427394438722966
"3091","Stanford, KY","84277",22088,36.2,8696,17420,35908,61628,4042,3518,99,373,73,35,386,241,1485,0.511,523," KY","Stanford",0.870361207323107,0.0922810489856507,0.0180603661553686,0.0244928253339931,0.0086590796635329,0.0954972785749629,0.094251075479077
"3092","Stanley, WI","84290",30559,36.5,13222,22399,37688,62929,3485,2806,232,400,24,166,155,60,1867,0.4359,567," WI","Stanley",0.805164992826399,0.114777618364419,0.00688665710186514,0.066571018651363,0.0476327116212339,0.0444763271162123,0.0370828182941904
"3093","Stansbury Park, UT","84304",85307,26.2,51267,69993,97657,130361,9605,9262,840,39,221,14,1481,214,1389,0.3253,1351," UT","Stansbury Park",0.964289432587194,0.00406038521603332,0.0230088495575221,0.0874544508068714,0.00145757418011452,0.154190525767829,0.0260467380720545
"3094","Stanton, KY","84331",25354,40.3,10097,16735,32313,53176,4518,4337,101,10,0,99,369,172,2258,0.4716,540," KY","Stanton",0.959938025675077,0.00221336874723329,0,0.0223550243470562,0.0219123505976096,0.0816733067729084,0.0761061946902655
"3095","Stanwood, WA","84385",53600,33.6,20458,44232,76167,109088,6468,5993,496,0,17,284,926,211,1837,0.4085,1023," WA","Stanwood",0.926561533704391,0,0.00262832405689549,0.0766852195423624,0.0439084724799011,0.143166357452072,0.0455625134960052
"3096","Staples, MN","84412",32140,41.3,15355,25551,39630,73000,2403,2344,0,2,15,18,286,120,799,0.4479,529," MN","Staples",0.975447357469829,0.000832292967124428,0.00624219725343321,0,0.00749063670411985,0.119017894298793,0.0748129675810474
"3097","Star, ID","84429",58906,32.1,35600,53747,68679,95155,6379,5755,395,34,132,107,880,144,1277,0.3026,1134," ID","Star",0.902179024925537,0.00532998902649318,0.0206928985734441,0.0619219313372002,0.0167737889951403,0.137952657156294,0.0282242257938063
"3098","Starke, FL","84439",32200,42.8,9589,25059,45971,78291,5979,3901,50,1835,17,218,698,470,1919,0.4778,701," FL","Starke",0.652450242515471,0.306907509616993,0.00284328483023917,0.00836260244187991,0.0364609466465964,0.116741930088644,0.11576354679803
"3099","Starkville, MS","84466",28669,23,9747,21571,37119,77451,31019,18646,625,10340,1272,482,6195,2425,11969,0.56,703," MS","Starkville",0.601115445372191,0.333344079435185,0.0410071246655276,0.0201489409716625,0.0155388632773461,0.199716302911119,0.127296587926509
"3100","State College, PA","84493",45909,23.1,14186,33739,62566,105491,88554,72572,3317,5015,8069,2044,23552,2304,38411,0.5117,950," PA","State College",0.81952255121169,0.0566321114800009,0.0911195428777921,0.0374573706439009,0.0230819612891569,0.265962011879757,0.0459485870410626
"3101","Statesboro, GA","84547",25308,22.7,7745,18922,34835,65661,37568,20850,1483,14215,873,825,4790,1748,15565,0.5453,770," GA","Statesboro",0.554993611584327,0.378380536626917,0.0232378620102215,0.0394750851788756,0.0219601788756388,0.127502129471891,0.0794437122210608
"3102","Staunton, IL","84601",41383,46.7,18457,33236,53430,80333,5695,5550,91,13,1,131,634,158,2151,0.3938,600," IL","Staunton",0.974539069359087,0.00228270412642669,0.000175592625109745,0.0159789288849868,0.0230026338893766,0.111325724319579,0.0445823927765237
"3103","Staunton--Waynesboro, VA","84630",44084,40.5,17954,33908,54762,81944,55738,46311,2338,5960,689,1748,9648,1813,17789,0.4357,783," VA","Staunton--Waynesboro",0.830869424808927,0.106928845670817,0.0123614051455022,0.0419462485198608,0.0313610104417094,0.173095554200007,0.0477746449181797
"3104","Stayton, OR","84655",44453,39.2,15854,35986,57470,83109,10483,9348,1500,39,42,662,1390,671,3241,0.4046,748," OR","Stayton",0.8917294667557,0.00372030907183058,0.00400648669274063,0.143088810455022,0.0631498616808166,0.132595631021654,0.0926539629936482
"3105","Steamboat Springs, CO","84682",54613,37.1,23787,44358,69746,111860,12903,12038,1083,90,177,135,4606,569,2279,0.4844,1174," CO","Steamboat Springs",0.932961326823219,0.00697512206463613,0.0137177400604511,0.0839339688444548,0.0104626830969542,0.356971246996822,0.0535579819277108
